área (m²),quartos,vagas de garagem,tipo de imóvel,custo (R$/m²),valor da região
50.0,2,0,Apartamento,40.36,Média
50.0,1,0,Apartamento,38.76,Média
48.0,1,1,Apartamento,65.15,Média
80.0,3,1,Apartamento,55.71,Barata
76.0,2,1,Apartamento,56.66,Média
34.0,1,0,Studio e kitnet,43.71,Média
72.0,1,0,Apartamento,28.4,Média
46.0,1,1,Apartamento,47.89,Média
55.0,1,1,Apartamento,43.31,Barata
30.0,1,0,Studio e kitnet,54.4,Média
62.0,1,0,Apartamento,58.11,Média
50.0,1,0,Apartamento,45.76,Média
45.0,1,0,Apartamento,44.07,Média
18.0,1,0,Studio e kitnet,171.78,Média
73.0,2,1,Apartamento,43.04,Média
40.0,1,0,Apartamento,52.0,Média
70.0,2,1,Apartamento,47.14,Barata
40.0,1,0,Studio e kitnet,43.98,Média
65.0,2,0,Apartamento,27.34,Barata
52.0,1,0,Apartamento,33.38,Média
38.0,1,0,Apartamento,57.21,Média
40.0,1,0,Apartamento,57.72,Média
36.0,2,0,Apartamento,177.33,Média
76.0,1,0,Apartamento,32.61,Média
76.0,1,0,Apartamento,29.87,Média
47.0,1,1,Apartamento,90.6,Média
52.0,1,0,Apartamento,31.5,Média
59.0,1,0,Apartamento,33.88,Média
37.0,1,0,Apartamento,38.78,Média
58.0,1,0,Apartamento,39.72,Média
26.0,1,0,Studio e kitnet,61.23,Média
40.0,1,0,Studio e kitnet,33.45,Média
40.0,1,0,Studio e kitnet,76.65,Barata
52.0,1,0,Apartamento,49.23,Média
74.0,2,0,Apartamento,30.24,Média
33.0,1,0,Studio e kitnet,54.36,Média
60.0,2,1,Apartamento,43.52,Barata
36.0,1,0,Studio e kitnet,59.56,Média
40.0,1,0,Apartamento,77.9,Média
75.0,1,0,Apartamento,28.47,Média
30.0,1,0,Studio e kitnet,56.2,Barata
73.0,2,2,Apartamento,55.01,Barata
49.0,1,1,Apartamento,99.73,Média
63.0,2,0,Apartamento,41.63,Média
40.0,1,0,Apartamento,43.3,Média
63.0,1,0,Apartamento,49.94,Média
50.0,1,0,Apartamento,30.98,Média
40.0,1,0,Apartamento,39.28,Média
67.0,1,0,Apartamento,39.37,Média
20.0,1,0,Studio e kitnet,144.35,Cara
48.0,1,1,Apartamento,49.29,Média
50.0,2,0,Apartamento,34.84,Barata
48.0,1,1,Apartamento,44.81,Barata
45.0,1,0,Apartamento,49.04,Barata
40.0,1,1,Apartamento,66.12,Barata
55.0,1,1,Apartamento,64.13,Média
50.0,1,1,Apartamento,67.02,Cara
75.0,1,0,Apartamento,40.44,Média
48.0,1,0,Apartamento,49.21,Média
45.0,1,0,Apartamento,91.47,Barata
45.0,1,1,Apartamento,71.71,Média
62.0,1,0,Apartamento,32.79,Média
42.0,1,2,Apartamento,168.62,Cara
34.0,1,0,Studio e kitnet,41.59,Barata
75.0,1,0,Apartamento,60.16,Média
46.0,1,0,Apartamento,48.17,Barata
53.0,1,0,Apartamento,39.85,Média
43.0,1,0,Apartamento,40.84,Média
28.0,1,0,Studio e kitnet,51.46,Média
41.0,1,0,Apartamento,61.9,Média
53.0,1,0,Apartamento,30.13,Média
38.0,1,1,Apartamento,112.89,Média
41.0,1,1,Apartamento,57.17,Barata
38.0,1,1,Apartamento,70.13,Barata
70.0,1,1,Apartamento,38.8,Barata
50.0,1,0,Apartamento,44.6,Média
40.0,1,0,Apartamento,47.85,Barata
42.0,2,0,Apartamento,47.17,Barata
40.0,1,0,Studio e kitnet,39.25,Barata
30.0,1,0,Studio e kitnet,65.93,Média
41.0,1,0,Studio e kitnet,48.29,Média
51.0,2,1,Apartamento,52.1,Barata
34.0,1,0,Studio e kitnet,43.24,Média
45.0,1,0,Apartamento,50.16,Barata
59.0,2,1,Apartamento,40.63,Barata
51.0,1,1,Apartamento,77.04,Média
67.0,2,1,Apartamento,83.25,Média
63.0,2,0,Apartamento,53.59,Barata
45.0,1,0,Apartamento,114.53,Barata
51.0,2,1,Apartamento,56.82,Barata
70.0,2,0,Apartamento,26.99,Barata
45.0,1,1,Apartamento,94.27,Barata
40.0,1,1,Apartamento,83.32,Barata
61.0,2,1,Apartamento,37.64,Barata
57.0,3,1,Apartamento,40.28,Barata
60.0,2,2,Apartamento,47.55,Média
40.0,1,0,Apartamento,29.38,Muito barata
55.0,3,2,Apartamento,64.55,Barata
77.0,3,1,Apartamento,50.32,Barata
63.0,2,1,Apartamento,71.46,Barata
30.0,1,0,Casa,43.37,Muito barata
44.0,1,0,Casa,29.36,Barata
45.0,2,0,Casa,34.73,Barata
50.0,1,1,Apartamento,49.86,Barata
56.0,2,2,Apartamento,55.12,Barata
57.0,2,2,Apartamento,54.18,Barata
75.0,2,0,Apartamento,46.73,Média
77.0,3,2,Apartamento,59.36,Média
35.0,1,1,Apartamento,72.11,Barata
47.0,1,1,Apartamento,58.81,Barata
100.0,2,0,Casa,23.04,Barata
100.0,2,2,Casa,36.11,Média
67.0,2,1,Apartamento,40.94,Barata
17.0,1,0,Studio e kitnet,83.82,Média
71.0,3,1,Apartamento,41.25,Barata
71.0,2,1,Apartamento,43.97,Barata
71.0,2,1,Apartamento,42.38,Barata
58.0,2,1,Apartamento,54.67,Barata
28.0,1,1,Studio e kitnet,125.25,Cara
35.0,1,1,Studio e kitnet,92.31,Cara
45.0,1,1,Apartamento,121.49,Cara
45.0,1,1,Apartamento,101.29,Cara
65.0,1,1,Apartamento,66.6,Cara
38.0,1,1,Apartamento,123.0,Cara
65.0,2,1,Apartamento,103.97,Média
60.0,2,1,Apartamento,52.17,Barata
65.0,2,1,Apartamento,64.43,Cara
70.0,2,1,Apartamento,73.96,Cara
49.0,1,1,Apartamento,63.98,Barata
75.0,2,1,Apartamento,33.79,Barata
60.0,2,1,Apartamento,63.47,Barata
65.0,2,1,Apartamento,45.52,Barata
53.0,1,1,Apartamento,89.53,Barata
75.0,2,1,Apartamento,41.24,Média
60.0,2,1,Apartamento,88.35,Média
70.0,2,2,Apartamento,38.76,Média
50.0,1,0,Apartamento,44.36,Média
42.0,1,1,Apartamento,117.76,Média
64.0,3,1,Apartamento,54.62,Barata
80.0,2,1,Apartamento,36.95,Barata
37.0,1,1,Apartamento,67.68,Barata
62.0,2,1,Apartamento,45.15,Barata
45.0,1,1,Apartamento,57.78,Barata
74.0,2,2,Apartamento,36.78,Barata
48.0,2,1,Apartamento,70.85,Barata
50.0,1,2,Apartamento,55.02,Barata
35.0,1,0,Apartamento,97.14,Barata
40.0,1,1,Apartamento,64.4,Barata
57.0,2,1,Apartamento,43.96,Barata
49.0,1,1,Apartamento,129.76,Média
35.0,1,0,Apartamento,75.69,Barata
51.0,2,1,Apartamento,41.29,Barata
72.0,2,0,Apartamento,28.08,Barata
65.0,2,1,Apartamento,44.08,Barata
76.0,2,1,Apartamento,67.14,Barata
73.0,1,1,Apartamento,63.33,Barata
80.0,2,1,Apartamento,28.45,Barata
60.0,2,1,Apartamento,38.7,Barata
56.0,2,1,Apartamento,55.98,Barata
43.0,2,2,Apartamento,77.7,Média
56.0,2,1,Apartamento,58.8,Barata
70.0,2,1,Apartamento,110.39,Média
70.0,2,2,Apartamento,92.54,Média
67.0,3,1,Apartamento,39.27,Barata
60.0,2,1,Apartamento,57.95,Barata
66.0,1,1,Apartamento,79.11,Média
38.0,1,1,Studio e kitnet,102.39,Média
62.0,2,1,Apartamento,41.77,Barata
100.0,2,1,Casa,35.15,Média
67.0,2,2,Apartamento,79.34,Barata
72.0,2,2,Apartamento,70.12,Barata
58.0,2,1,Apartamento,50.88,Barata
67.0,3,1,Apartamento,50.52,Barata
64.0,3,2,Apartamento,55.7,Barata
40.0,1,0,Studio e kitnet,28.5,Barata
61.0,2,1,Apartamento,101.15,Barata
45.0,1,0,Studio e kitnet,26.53,Barata
45.0,1,0,Apartamento,26.53,Barata
62.0,2,1,Apartamento,66.05,Média
27.0,1,0,Studio e kitnet,45.37,Barata
50.0,1,1,Apartamento,49.24,Barata
80.0,2,0,Casa,36.49,Barata
55.0,2,2,Apartamento,65.96,Barata
52.0,2,1,Apartamento,82.52,Barata
56.0,2,1,Apartamento,53.04,Barata
79.0,3,1,Apartamento,52.44,Barata
79.0,2,0,Casa,31.15,Barata
75.0,3,2,Apartamento,64.31,Média
77.0,3,1,Apartamento,72.92,Barata
62.0,2,1,Apartamento,55.42,Barata
74.0,2,1,Apartamento,97.49,Média
71.0,3,1,Apartamento,40.99,Barata
75.0,2,1,Casa,32.11,Barata
24.0,1,0,Studio e kitnet,58.42,Média
56.0,1,0,Apartamento,34.41,Barata
66.0,2,0,Apartamento,31.88,Barata
71.0,2,0,Apartamento,42.66,Barata
67.0,2,1,Apartamento,43.88,Barata
52.0,1,0,Apartamento,34.88,Média
55.0,1,1,Apartamento,85.58,Média
59.0,1,1,Apartamento,49.98,Barata
40.0,1,1,Apartamento,62.1,Média
53.0,2,1,Apartamento,68.43,Média
46.0,1,0,Apartamento,32.67,Barata
36.0,1,0,Studio e kitnet,69.0,Barata
34.0,1,0,Studio e kitnet,66.97,Barata
36.0,1,1,Studio e kitnet,69.03,Barata
43.0,1,0,Apartamento,38.19,Média
72.0,2,1,Apartamento,55.72,Barata
37.0,1,0,Studio e kitnet,62.65,Barata
37.0,1,1,Studio e kitnet,62.65,Barata
67.0,2,1,Apartamento,42.78,Barata
28.0,1,0,Studio e kitnet,41.75,Barata
65.0,2,1,Apartamento,45.8,Barata
100.0,3,0,Casa,27.52,Média
80.0,3,1,Apartamento,40.34,Barata
60.0,2,0,Apartamento,31.9,Barata
75.0,2,2,Apartamento,48.33,Barata
36.0,1,0,Casa,34.83,Barata
75.0,2,1,Apartamento,68.35,Barata
78.0,2,2,Apartamento,83.78,Média
50.0,2,0,Casa,34.94,Barata
90.0,1,0,Casa,18.93,Barata
45.0,1,0,Apartamento,49.82,Barata
78.0,2,1,Apartamento,37.81,Média
74.0,2,0,Apartamento,41.55,Média
60.0,1,1,Casa,28.55,Barata
30.0,1,0,Studio e kitnet,42.53,Barata
35.0,1,0,Apartamento,40.26,Muito barata
43.0,2,0,Apartamento,45.3,Barata
64.0,2,1,Apartamento,53.47,Barata
90.0,2,1,Casa,29.54,Barata
45.0,1,0,Casa,33.11,Barata
72.0,2,1,Casa,56.47,Barata
68.0,3,1,Apartamento,49.1,Barata
65.0,3,2,Apartamento,41.6,Barata
100.0,2,1,Casa,33.29,Barata
50.0,1,1,Apartamento,60.56,Barata
60.0,2,0,Casa,27.8,Barata
67.0,3,1,Apartamento,73.0,Barata
40.0,1,1,Apartamento,45.95,Barata
50.0,2,0,Apartamento,40.84,Barata
70.0,3,2,Apartamento,62.7,Barata
40.0,2,0,Apartamento,46.45,Muito barata
55.0,2,1,Apartamento,58.36,Barata
35.0,1,0,Apartamento,73.91,Barata
54.0,2,2,Apartamento,57.57,Barata
64.0,3,1,Apartamento,91.91,Barata
90.0,2,1,Casa,32.99,Barata
50.0,1,1,Casa,44.7,Média
100.0,2,2,Casa,44.7,Barata
76.0,3,2,Apartamento,55.12,Barata
79.0,2,2,Apartamento,63.19,Média
71.0,3,1,Apartamento,40.77,Barata
65.0,1,0,Casa,25.2,Barata
74.0,3,1,Apartamento,34.92,Muito barata
68.0,2,1,Apartamento,37.43,Muito barata
70.0,3,1,Apartamento,30.79,Muito barata
90.0,1,0,Casa,13.9,Muito barata
50.0,1,0,Casa,27.1,Barata
80.0,1,2,Apartamento,51.98,Barata
40.0,1,0,Casa,33.88,Barata
68.0,3,1,Apartamento,48.59,Barata
56.0,2,1,Apartamento,42.93,Barata
48.0,1,2,Apartamento,61.4,Barata
80.0,3,2,Apartamento,58.31,Barata
67.0,2,2,Apartamento,69.75,Barata
50.0,1,2,Casa,22.16,Muito barata
80.0,2,1,Casa,22.8,Muito barata
100.0,2,0,Casa,16.61,Muito barata
100.0,2,1,Casa,17.13,Muito barata
40.0,1,0,Studio e kitnet,30.28,Muito barata
92.0,2,2,Casa,27.37,Muito barata
64.0,2,1,Apartamento,30.47,Barata
64.0,3,1,Apartamento,51.03,Barata
76.0,2,2,Apartamento,74.51,Barata
64.0,3,1,Apartamento,52.33,Barata
66.0,2,2,Apartamento,62.61,Barata
70.0,2,1,Apartamento,34.37,Muito barata
60.0,2,2,Apartamento,51.48,Média
40.0,1,0,Studio e kitnet,30.28,Muito barata
59.0,3,1,Apartamento,32.2,Barata
60.0,3,1,Apartamento,53.1,Barata
64.0,3,2,Apartamento,45.11,Barata
69.0,3,1,Apartamento,29.54,Muito barata
70.0,3,1,Apartamento,31.9,Muito barata
51.0,2,1,Apartamento,49.9,Barata
60.0,2,1,Casa,39.27,Barata
43.0,2,1,Apartamento,61.19,Barata
42.0,2,0,Apartamento,69.6,Barata
52.0,2,1,Apartamento,50.42,Barata
70.0,2,1,Apartamento,50.09,Barata
74.0,2,2,Apartamento,63.08,Média
60.0,2,2,Apartamento,41.2,Barata
60.0,2,1,Apartamento,38.02,Barata
62.0,3,1,Apartamento,39.76,Barata
45.0,2,1,Apartamento,52.8,Barata
25.0,1,0,Studio e kitnet,46.68,Barata
65.0,2,1,Apartamento,47.23,Barata
64.0,2,1,Apartamento,41.06,Média
68.0,2,1,Apartamento,50.54,Média
71.0,3,1,Apartamento,45.59,Barata
67.0,2,1,Apartamento,58.45,Barata
72.0,3,1,Apartamento,33.56,Barata
77.0,2,1,Apartamento,71.81,Barata
70.0,3,1,Apartamento,48.4,Barata
68.0,2,0,Apartamento,30.44,Barata
58.0,2,1,Apartamento,43.9,Barata
74.0,3,1,Apartamento,51.92,Barata
76.0,3,1,Apartamento,42.2,Barata
68.0,2,1,Apartamento,58.25,Barata
70.0,2,2,Apartamento,54.43,Barata
64.0,3,1,Apartamento,65.55,Barata
52.0,2,1,Apartamento,56.56,Barata
69.0,3,1,Apartamento,59.75,Barata
67.0,2,2,Apartamento,52.84,Barata
64.0,2,1,Apartamento,70.08,Barata
64.0,3,1,Apartamento,52.83,Barata
72.0,2,1,Apartamento,46.99,Barata
64.0,3,2,Apartamento,57.91,Barata
46.0,2,1,Apartamento,55.8,Barata
43.0,2,0,Apartamento,50.33,Barata
43.0,2,1,Apartamento,56.16,Barata
72.0,3,2,Apartamento,46.21,Barata
47.0,1,1,Apartamento,109.62,Média
70.0,2,1,Casa,29.04,Muito barata
40.0,1,0,Apartamento,35.25,Muito barata
68.0,3,1,Apartamento,52.21,Barata
15.0,1,0,Studio e kitnet,82.6,Barata
72.0,2,1,Apartamento,44.33,Muito barata
60.0,2,1,Apartamento,43.27,Barata
64.0,2,1,Apartamento,45.0,Barata
70.0,3,2,Apartamento,61.1,Barata
67.0,2,1,Apartamento,66.21,Média
100.0,3,2,Casa,43.16,Barata
37.0,1,0,Apartamento,58.62,Barata
74.0,3,1,Apartamento,46.54,Muito barata
56.0,2,1,Apartamento,47.07,Barata
57.0,2,1,Apartamento,34.96,Muito barata
60.0,1,0,Casa em condomínio,21.45,Muito barata
100.0,3,0,Casa,19.81,Muito barata
90.0,2,1,Casa,24.32,Muito barata
100.0,2,1,Casa,19.85,Muito barata
41.0,2,0,Apartamento,57.73,Barata
70.0,1,0,Casa,19.4,Muito barata
78.0,2,1,Apartamento,40.88,Muito barata
52.0,1,0,Casa,22.08,Muito barata
43.0,2,1,Apartamento,61.3,Média
40.0,1,0,Apartamento,41.95,Barata
90.0,3,0,Casa,18.93,Muito barata
73.0,2,1,Apartamento,57.55,Barata
70.0,1,0,Casa,22.47,Muito barata
70.0,3,1,Apartamento,43.1,Muito barata
58.0,2,1,Apartamento,71.9,Média
94.0,3,2,Casa,51.91,Barata
47.0,2,1,Apartamento,50.51,Barata
58.0,2,1,Apartamento,39.14,Muito barata
80.0,3,1,Apartamento,29.45,Barata
70.0,2,0,Apartamento,40.17,Barata
77.0,2,1,Apartamento,38.68,Barata
100.0,1,0,Casa,11.79,Muito barata
78.0,3,2,Apartamento,82.47,Barata
70.0,2,0,Apartamento,41.56,Barata
45.0,2,2,Apartamento,45.11,Muito barata
45.0,2,2,Apartamento,45.11,Muito barata
56.0,2,2,Apartamento,73.07,Barata
40.0,1,0,Casa,33.05,Muito barata
80.0,1,0,Casa,26.06,Muito barata
90.0,2,1,Casa,27.82,Muito barata
90.0,2,1,Casa,19.26,Muito barata
76.0,3,1,Apartamento,59.43,Barata
40.0,1,0,Studio e kitnet,54.02,Barata
29.0,1,0,Studio e kitnet,92.38,Média
73.0,3,2,Apartamento,45.62,Barata
90.0,2,2,Casa,23.12,Muito barata
42.0,1,0,Studio e kitnet,29.57,Média
66.0,3,2,Apartamento,90.33,Barata
44.0,2,1,Apartamento,50.73,Muito barata
42.0,2,1,Apartamento,50.21,Muito barata
65.0,2,0,Apartamento,32.86,Muito barata
68.0,3,1,Apartamento,32.81,Muito barata
70.0,2,1,Apartamento,66.27,Média
64.0,2,1,Apartamento,30.47,Muito barata
60.0,2,1,Apartamento,51.05,Barata
45.0,1,1,Apartamento,94.07,Média
100.0,2,0,Casa,27.27,Barata
64.0,3,1,Apartamento,58.72,Barata
85.0,3,0,Casa,43.18,Barata
70.0,2,0,Apartamento,41.8,Média
50.0,1,0,Casa,25.86,Muito barata
60.0,2,1,Apartamento,75.18,Barata
70.0,2,2,Apartamento,49.54,Barata
69.0,2,1,Apartamento,49.35,Barata
66.0,2,1,Apartamento,65.21,Média
75.0,2,0,Apartamento,36.71,Barata
68.0,3,1,Apartamento,52.57,Barata
47.0,2,0,Apartamento,50.77,Barata
75.0,1,0,Apartamento,46.17,Barata
50.0,1,1,Apartamento,63.22,Barata
88.0,1,1,Casa,41.45,Barata
60.0,2,0,Casa,42.57,Barata
60.0,1,1,Casa,42.7,Barata
90.0,2,0,Casa,22.8,Barata
70.0,2,1,Apartamento,50.83,Barata
95.0,2,0,Casa,14.01,Barata
47.0,2,1,Apartamento,51.94,Barata
69.0,2,1,Apartamento,68.19,Média
90.0,3,0,Casa,30.57,Barata
52.0,1,1,Apartamento,115.42,Média
60.0,2,0,Casa,28.65,Muito barata
70.0,2,0,Casa,24.59,Muito barata
75.0,2,1,Apartamento,57.59,Média
100.0,2,0,Casa,29.09,Média
50.0,2,1,Apartamento,118.14,Média
42.0,1,1,Apartamento,96.9,Cara
50.0,2,1,Apartamento,86.8,Cara
76.0,2,1,Apartamento,49.75,Média
55.0,1,1,Apartamento,118.62,Cara
47.0,1,1,Apartamento,89.32,Média
40.0,1,2,Apartamento,94.3,Cara
72.0,2,0,Apartamento,52.92,Média
80.0,3,0,Apartamento,36.59,Média
60.0,1,1,Casa,44.12,Média
75.0,2,1,Apartamento,56.43,Cara
76.0,3,1,Apartamento,74.64,Média
60.0,2,2,Apartamento,127.35,Média
50.0,2,1,Apartamento,134.26,Média
65.0,2,2,Apartamento,123.08,Cara
42.0,1,0,Apartamento,89.79,Cara
47.0,1,0,Apartamento,99.0,Cara
35.0,1,1,Apartamento,101.29,Cara
70.0,1,1,Apartamento,109.6,Cara
61.0,2,1,Apartamento,103.13,Cara
45.0,1,1,Apartamento,150.38,Cara
42.0,1,1,Apartamento,128.21,Cara
40.0,1,1,Apartamento,148.35,Cara
65.0,2,1,Apartamento,78.37,Cara
46.0,1,1,Apartamento,97.43,Cara
78.0,2,1,Apartamento,71.42,Cara
76.0,2,1,Apartamento,60.38,Cara
76.0,2,1,Apartamento,85.59,Cara
77.0,2,1,Apartamento,57.69,Cara
38.0,1,1,Apartamento,108.68,Cara
50.0,1,1,Apartamento,121.94,Cara
80.0,2,1,Apartamento,86.95,Barata
78.0,2,1,Apartamento,60.22,Barata
77.0,3,1,Apartamento,32.49,Barata
40.0,1,1,Apartamento,109.72,Média
37.0,1,1,Apartamento,128.65,Média
70.0,1,1,Apartamento,81.0,Média
74.0,2,2,Apartamento,99.7,Média
60.0,2,1,Apartamento,72.68,Barata
69.0,2,1,Apartamento,41.36,Barata
28.0,1,1,Studio e kitnet,127.36,Cara
69.0,2,1,Apartamento,76.52,Cara
30.0,1,1,Studio e kitnet,148.77,Cara
55.0,1,2,Apartamento,111.0,Cara
59.0,2,2,Apartamento,128.27,Cara
60.0,1,1,Apartamento,113.27,Cara
78.0,3,2,Apartamento,49.24,Média
70.0,3,1,Casa,36.37,Cara
21.0,1,1,Studio e kitnet,71.71,Barata
69.0,2,1,Apartamento,84.41,Média
72.0,2,1,Apartamento,64.54,Média
67.0,2,0,Apartamento,49.63,Barata
75.0,2,0,Apartamento,53.01,Média
69.0,2,1,Apartamento,90.49,Cara
68.0,2,1,Apartamento,78.57,Barata
66.0,2,1,Apartamento,90.89,Cara
70.0,2,1,Apartamento,45.21,Média
25.0,1,0,Studio e kitnet,70.48,Barata
58.0,2,2,Apartamento,45.62,Média
59.0,2,1,Apartamento,38.19,Barata
38.0,1,1,Apartamento,77.87,Média
65.0,2,1,Apartamento,31.0,Barata
70.0,2,1,Casa,16.96,Muito barata
48.0,2,1,Apartamento,41.75,Barata
56.0,2,0,Casa,27.91,Muito barata
61.0,2,1,Apartamento,57.66,Muito barata
60.0,2,0,Apartamento,21.78,Muito barata
40.0,1,0,Studio e kitnet,32.5,Barata
44.0,1,0,Casa,27.27,Barata
58.0,2,1,Apartamento,36.62,Muito barata
58.0,2,1,Apartamento,34.02,Barata
65.0,3,1,Apartamento,55.83,Barata
38.0,2,1,Apartamento,76.11,Barata
53.0,2,2,Apartamento,51.06,Barata
48.0,2,1,Apartamento,53.23,Barata
60.0,2,1,Apartamento,34.38,Muito barata
36.0,2,1,Apartamento,88.39,Barata
48.0,2,1,Apartamento,70.25,Barata
65.0,2,1,Apartamento,44.0,Barata
60.0,2,1,Apartamento,37.18,Muito barata
65.0,2,1,Apartamento,37.43,Barata
67.0,3,1,Apartamento,72.12,Média
84.0,2,2,Casa,39.13,Barata
52.0,2,1,Apartamento,46.0,Barata
57.0,2,1,Apartamento,34.61,Barata
75.0,2,1,Apartamento,53.88,Barata
41.0,2,1,Apartamento,43.8,Barata
66.0,2,2,Apartamento,52.29,Barata
37.0,1,1,Apartamento,63.95,Barata
70.0,2,1,Casa,24.47,Barata
50.0,2,1,Apartamento,65.74,Barata
44.0,2,1,Apartamento,36.36,Muito barata
48.0,2,1,Apartamento,50.29,Barata
53.0,2,2,Apartamento,52.94,Média
38.0,1,1,Apartamento,72.53,Barata
43.0,1,0,Apartamento,36.23,Média
50.0,1,1,Casa,54.62,Barata
48.0,2,1,Apartamento,47.31,Barata
48.0,2,1,Apartamento,49.0,Barata
80.0,2,1,Casa,17.88,Muito barata
70.0,3,1,Apartamento,27.83,Muito barata
57.0,2,1,Apartamento,40.07,Barata
52.0,2,1,Apartamento,50.37,Barata
85.0,2,0,Casa,13.49,Muito barata
53.0,2,1,Apartamento,39.38,Barata
77.0,3,1,Apartamento,44.78,Média
100.0,1,0,Casa,12.17,Muito barata
50.0,2,1,Apartamento,60.44,Muito barata
46.0,2,1,Apartamento,30.48,Barata
65.0,1,1,Casa,30.92,Média
65.0,2,0,Casa,30.92,Média
40.0,1,1,Apartamento,75.97,Média
70.0,2,1,Apartamento,52.66,Média
50.0,2,1,Apartamento,44.82,Barata
59.0,1,0,Casa,21.2,Muito barata
60.0,1,0,Casa,20.85,Muito barata
60.0,2,0,Casa,22.58,Muito barata
77.0,3,2,Apartamento,48.05,Média
55.0,2,1,Apartamento,43.62,Muito barata
48.0,2,1,Apartamento,54.58,Barata
60.0,2,1,Casa,65.58,Barata
65.0,2,2,Apartamento,46.18,Barata
62.0,2,1,Apartamento,34.19,Muito barata
62.0,2,1,Apartamento,50.15,Barata
60.0,3,1,Apartamento,32.68,Muito barata
39.0,1,1,Apartamento,54.21,Muito barata
39.0,2,1,Apartamento,41.08,Barata
70.0,1,1,Casa,39.3,Muito barata
75.0,3,1,Apartamento,67.53,Média
46.0,2,1,Apartamento,43.26,Muito barata
79.0,3,1,Apartamento,37.77,Barata
68.0,2,1,Apartamento,59.24,Média
48.0,2,1,Casa em condomínio,69.79,Muito barata
73.0,3,2,Apartamento,42.79,Barata
70.0,2,1,Apartamento,55.13,Barata
60.0,2,1,Apartamento,56.35,Barata
65.0,2,1,Apartamento,38.11,Barata
50.0,2,1,Apartamento,59.74,Barata
50.0,2,0,Casa,22.94,Muito barata
56.0,2,1,Apartamento,28.59,Muito barata
77.0,2,1,Apartamento,41.4,Barata
45.0,1,0,Casa,34.04,Muito barata
40.0,2,0,Apartamento,33.65,Muito barata
68.0,2,0,Apartamento,24.91,Barata
42.0,2,1,Apartamento,40.05,Barata
46.0,2,1,Apartamento,47.67,Muito barata
79.0,3,1,Apartamento,92.22,Média
78.0,2,0,Apartamento,39.21,Média
62.0,2,1,Apartamento,31.82,Barata
38.0,2,0,Casa,41.37,Barata
55.0,1,0,Casa,35.31,Barata
35.0,1,1,Apartamento,160.46,Cara
60.0,2,1,Apartamento,57.3,Barata
41.0,1,1,Apartamento,69.37,Média
60.0,2,1,Apartamento,46.45,Barata
68.0,2,1,Apartamento,68.78,Barata
41.0,1,1,Apartamento,64.07,Barata
42.0,2,1,Apartamento,51.36,Barata
55.0,1,0,Apartamento,24.45,Barata
52.0,2,1,Apartamento,27.21,Muito barata
80.0,3,2,Apartamento,34.3,Barata
75.0,2,1,Apartamento,62.87,Cara
64.0,2,1,Apartamento,42.56,Barata
75.0,2,1,Casa,23.67,Muito barata
44.0,1,1,Apartamento,89.64,Média
42.0,2,1,Apartamento,37.81,Barata
77.0,2,1,Apartamento,54.27,Média
60.0,3,1,Apartamento,35.4,Muito barata
72.0,2,1,Apartamento,94.44,Média
69.0,2,0,Apartamento,63.19,Cara
50.0,2,1,Casa,32.22,Barata
50.0,2,1,Apartamento,54.36,Barata
37.0,1,0,Studio e kitnet,89.46,Média
25.0,1,0,Studio e kitnet,115.84,Média
60.0,2,1,Apartamento,54.15,Barata
59.0,2,1,Apartamento,44.14,Barata
60.0,2,1,Apartamento,33.65,Barata
50.0,2,1,Apartamento,61.06,Média
77.0,3,1,Apartamento,41.84,Média
30.0,1,1,Studio e kitnet,34.6,Muito barata
50.0,1,0,Apartamento,23.88,Barata
36.0,1,1,Casa,32.17,Muito barata
60.0,2,1,Apartamento,51.7,Barata
72.0,2,1,Casa em condomínio,28.96,Barata
56.0,2,1,Apartamento,37.14,Barata
44.0,2,1,Apartamento,49.3,Barata
48.0,2,1,Apartamento,33.54,Muito barata
50.0,2,2,Apartamento,39.5,Barata
80.0,2,0,Casa,17.04,Barata
35.0,1,0,Casa,32.77,Muito barata
67.0,2,1,Apartamento,85.66,Média
25.0,1,0,Studio e kitnet,49.16,Barata
58.0,3,1,Apartamento,44.81,Barata
55.0,2,1,Apartamento,48.4,Barata
64.0,2,1,Apartamento,49.94,Barata
47.0,2,1,Apartamento,35.3,Barata
64.0,3,1,Apartamento,35.92,Muito barata
53.0,2,1,Apartamento,72.4,Barata
55.0,2,0,Apartamento,33.76,Muito barata
61.0,2,1,Apartamento,74.41,Média
60.0,2,1,Apartamento,45.18,Barata
49.0,2,1,Apartamento,62.39,Média
44.0,2,0,Apartamento,31.39,Barata
58.0,3,1,Apartamento,42.9,Barata
100.0,2,2,Casa,46.91,Barata
65.0,2,1,Apartamento,38.2,Barata
80.0,1,0,Casa,22.66,Barata
73.0,2,1,Apartamento,38.32,Barata
70.0,2,1,Apartamento,39.96,Barata
65.0,2,0,Apartamento,38.2,Barata
48.0,2,1,Apartamento,38.33,Barata
85.0,2,1,Casa em condomínio,48.95,Barata
43.0,2,1,Apartamento,47.0,Barata
61.0,2,1,Apartamento,90.79,Média
56.0,2,1,Apartamento,28.93,Muito barata
55.0,2,1,Apartamento,61.82,Barata
50.0,1,1,Apartamento,112.64,Média
46.0,2,1,Apartamento,40.39,Barata
72.0,3,1,Apartamento,43.96,Barata
70.0,2,1,Casa,23.53,Barata
48.0,2,1,Apartamento,83.94,Barata
