área (m²),quartos,vagas de garagem,tipo de imóvel,custo (R$/m²),valor da região
75.0,2,0,Apartamento,42.2,Média
45.0,2,1,Apartamento,44.98,Barata
68.0,3,2,Apartamento,61.85,Barata
67.0,2,1,Apartamento,80.12,Barata
39.0,1,0,Studio e kitnet,81.13,Média
39.0,1,1,Studio e kitnet,87.51,Média
20.0,1,0,Studio e kitnet,69.5,Média
70.0,2,0,Apartamento,26.77,Barata
60.0,2,1,Apartamento,38.0,Muito barata
51.0,1,0,Apartamento,39.47,Barata
75.0,3,1,Apartamento,61.85,Barata
45.0,2,1,Apartamento,57.96,Barata
30.0,1,0,Casa,40.07,Barata
74.0,1,2,Apartamento,87.84,Média
61.0,2,1,Apartamento,48.82,Barata
72.0,3,1,Apartamento,76.71,Média
59.0,2,0,Apartamento,33.46,Barata
31.0,0,0,Studio e kitnet,76.32,Média
60.0,2,1,Apartamento,53.93,Média
38.0,1,1,Apartamento,66.66,Barata
37.0,1,0,Apartamento,44.11,Barata
60.0,2,1,Apartamento,36.55,Barata
75.0,3,1,Casa,44.47,Barata
32.0,1,0,Studio e kitnet,76.84,Média
70.0,3,1,Apartamento,38.83,Barata
100.0,3,0,Casa,19.32,Barata
68.0,2,1,Apartamento,96.66,Média
70.0,2,0,Apartamento,33.39,Barata
40.0,1,0,Casa,50.2,Barata
59.0,2,1,Apartamento,38.08,Barata
48.0,1,1,Apartamento,89.35,Cara
42.0,1,0,Apartamento,36.62,Média
67.0,2,1,Apartamento,32.24,Muito barata
37.0,2,1,Apartamento,54.38,Barata
69.0,3,2,Apartamento,43.61,Barata
69.0,2,1,Apartamento,46.03,Barata
50.0,1,0,Apartamento,77.64,Cara
72.0,3,1,Apartamento,50.71,Barata
70.0,2,2,Apartamento,86.23,Barata
38.0,1,1,Apartamento,69.0,Barata
68.0,2,1,Apartamento,65.04,Barata
75.0,3,2,Apartamento,47.79,Barata
55.0,2,0,Apartamento,38.62,Barata
46.0,1,0,Apartamento,45.61,Média
35.0,1,0,Studio e kitnet,71.71,Média
45.0,1,1,Apartamento,89.09,Cara
52.0,1,1,Apartamento,70.0,Barata
58.0,2,1,Apartamento,38.93,Barata
54.0,2,1,Apartamento,51.06,Barata
51.0,2,1,Apartamento,32.49,Barata
60.0,2,1,Apartamento,55.67,Barata
70.0,2,0,Apartamento,33.6,Barata
43.0,2,0,Apartamento,46.88,Barata
55.0,2,0,Apartamento,36.71,Barata
49.0,2,1,Apartamento,59.57,Barata
44.0,1,0,Apartamento,54.98,Média
58.0,2,2,Apartamento,34.59,Barata
60.0,2,0,Casa,23.95,Muito barata
80.0,2,0,Apartamento,23.92,Muito barata
40.0,1,1,Apartamento,111.62,Média
30.0,1,0,Casa,41.7,Muito barata
50.0,1,0,Casa,23.98,Muito barata
38.0,1,0,Apartamento,49.95,Barata
49.0,2,1,Apartamento,83.47,Média
40.0,1,1,Apartamento,79.72,Barata
50.0,2,0,Apartamento,37.26,Barata
44.0,1,0,Apartamento,62.43,Média
88.0,2,2,Casa,40.15,Barata
90.0,2,2,Casa,29.18,Barata
54.0,2,0,Apartamento,37.39,Barata
70.0,3,1,Apartamento,39.07,Barata
59.0,2,1,Apartamento,73.47,Média
39.0,2,1,Apartamento,89.33,Média
29.0,1,0,Studio e kitnet,95.48,Média
56.0,2,1,Apartamento,32.95,Muito barata
45.0,1,0,Apartamento,33.02,Muito barata
64.0,2,1,Apartamento,56.73,Barata
40.0,1,1,Apartamento,121.95,Cara
57.0,2,1,Apartamento,46.19,Barata
56.0,2,0,Apartamento,80.93,Média
80.0,1,1,Casa,17.88,Muito barata
45.0,1,0,Casa,39.96,Barata
44.0,1,0,Studio e kitnet,48.3,Média
72.0,3,2,Apartamento,63.46,Barata
35.0,1,1,Apartamento,81.06,Cara
29.0,1,0,Studio e kitnet,56.86,Média
35.0,1,1,Apartamento,76.74,Média
55.0,2,1,Apartamento,65.53,Barata
56.0,2,1,Apartamento,45.29,Barata
44.0,2,1,Apartamento,90.57,Barata
58.0,2,0,Apartamento,82.72,Cara
40.0,1,0,Casa,26.75,Muito barata
26.0,1,0,Studio e kitnet,63.69,Barata
80.0,3,2,Apartamento,68.58,Média
63.0,2,1,Apartamento,67.67,Barata
80.0,2,1,Casa,26.06,Muito barata
68.0,1,2,Apartamento,67.07,Barata
75.0,3,1,Apartamento,53.35,Barata
60.0,2,1,Apartamento,52.68,Média
90.0,2,2,Casa,47.49,Barata
33.0,1,0,Studio e kitnet,84.64,Média
70.0,1,1,Apartamento,65.23,Média
44.0,1,0,Apartamento,51.11,Média
30.0,1,0,Studio e kitnet,47.5,Barata
40.0,1,1,Apartamento,117.48,Cara
44.0,2,1,Apartamento,46.68,Barata
67.0,2,2,Apartamento,78.46,Barata
51.0,2,1,Apartamento,40.55,Barata
100.0,3,0,Casa,29.19,Barata
59.0,2,2,Apartamento,77.19,Cara
69.0,2,2,Apartamento,58.25,Barata
70.0,2,1,Apartamento,55.84,Média
60.0,2,1,Apartamento,65.15,Média
37.0,1,0,Apartamento,69.16,Média
80.0,2,1,Casa em condomínio,51.52,Barata
39.0,1,1,Apartamento,78.26,Média
92.0,3,2,Casa,45.51,Barata
75.0,2,1,Apartamento,45.61,Média
25.0,1,0,Studio e kitnet,122.24,Cara
56.0,2,1,Apartamento,42.43,Barata
80.0,3,0,Apartamento,28.56,Muito barata
54.0,2,1,Apartamento,46.67,Barata
73.0,3,2,Apartamento,55.04,Barata
64.0,2,1,Apartamento,90.88,Média
49.0,2,1,Apartamento,46.53,Barata
58.0,2,0,Apartamento,37.88,Barata
52.0,2,1,Apartamento,49.23,Muito barata
80.0,3,2,Apartamento,43.8,Muito barata
70.0,2,1,Apartamento,40.44,Barata
60.0,3,1,Apartamento,59.43,Barata
100.0,3,1,Casa,24.87,Barata
67.0,2,1,Apartamento,34.48,Muito barata
37.0,1,0,Studio e kitnet,81.35,Média
50.0,1,0,Apartamento,50.54,Barata
64.0,3,1,Apartamento,60.0,Média
45.0,2,1,Apartamento,51.36,Barata
43.0,1,1,Apartamento,84.84,Média
74.0,2,1,Apartamento,34.68,Barata
37.0,1,1,Apartamento,144.43,Cara
69.0,3,1,Apartamento,53.59,Barata
47.0,2,1,Apartamento,57.09,Muito barata
69.0,2,1,Apartamento,40.48,Média
58.0,2,1,Apartamento,45.03,Barata
58.0,3,1,Apartamento,53.19,Barata
70.0,3,1,Apartamento,58.67,Barata
40.0,2,1,Apartamento,42.88,Barata
46.0,2,1,Apartamento,42.52,Barata
70.0,2,0,Apartamento,108.74,Cara
61.0,2,1,Apartamento,48.38,Barata
48.0,2,1,Apartamento,46.9,Barata
45.0,2,1,Apartamento,77.56,Média
44.0,1,1,Apartamento,117.14,Média
67.0,2,2,Apartamento,71.37,Barata
44.0,1,1,Apartamento,101.41,Cara
73.0,2,1,Apartamento,48.56,Barata
75.0,2,1,Casa,28.87,Muito barata
78.0,3,1,Apartamento,43.36,Barata
40.0,1,0,Apartamento,45.4,Barata
70.0,2,2,Casa em condomínio,59.84,Barata
46.0,2,1,Apartamento,54.37,Barata
50.0,1,0,Apartamento,66.56,Média
47.0,2,1,Apartamento,61.68,Barata
76.0,3,1,Apartamento,52.39,Barata
54.0,2,1,Apartamento,53.7,Barata
32.0,1,0,Studio e kitnet,113.94,Barata
74.0,2,1,Apartamento,91.01,Cara
65.0,2,1,Apartamento,108.72,Cara
27.0,1,0,Studio e kitnet,134.04,Cara
37.0,1,0,Studio e kitnet,74.97,Média
30.0,0,0,Studio e kitnet,48.93,Média
52.0,2,1,Apartamento,34.48,Muito barata
23.0,1,0,Studio e kitnet,142.09,Cara
23.0,1,1,Studio e kitnet,163.04,Barata
35.0,1,1,Apartamento,127.14,Cara
36.0,1,1,Apartamento,101.39,Barata
70.0,2,1,Apartamento,101.33,Cara
65.0,3,1,Apartamento,49.77,Barata
60.0,3,1,Apartamento,48.85,Barata
48.0,1,1,Apartamento,112.38,Cara
61.0,2,1,Apartamento,101.36,Média
55.0,2,1,Apartamento,40.07,Muito barata
42.0,1,0,Casa,25.1,Muito barata
63.0,1,2,Apartamento,78.75,Barata
68.0,3,1,Apartamento,54.54,Barata
36.0,1,1,Apartamento,122.92,Barata
74.0,3,2,Apartamento,58.59,Barata
100.0,2,0,Casa,16.76,Muito barata
65.0,1,2,Apartamento,114.37,Cara
45.0,2,1,Apartamento,55.07,Barata
39.0,1,0,Studio e kitnet,86.38,Média
62.0,2,2,Apartamento,58.53,Média
74.0,2,1,Apartamento,63.55,Média
40.0,1,0,Studio e kitnet,41.48,Barata
35.0,1,0,Studio e kitnet,46.57,Média
58.0,2,1,Apartamento,75.22,Média
43.0,1,0,Apartamento,50.72,Barata
37.0,1,0,Studio e kitnet,34.92,Média
48.0,2,1,Apartamento,103.85,Barata
40.0,1,0,Studio e kitnet,36.05,Média
90.0,3,1,Casa,43.77,Média
58.0,1,0,Apartamento,40.12,Barata
50.0,2,0,Apartamento,32.52,Muito barata
36.0,1,0,Apartamento,48.17,Barata
70.0,2,1,Apartamento,77.61,Média
90.0,2,1,Casa,30.11,Muito barata
55.0,2,1,Apartamento,51.38,Barata
48.0,1,1,Apartamento,68.52,Barata
51.0,1,0,Apartamento,38.59,Média
35.0,1,0,Studio e kitnet,38.57,Barata
52.0,1,0,Apartamento,49.4,Média
90.0,2,0,Casa,30.11,Barata
38.0,1,0,Apartamento,39.21,Média
40.0,1,0,Studio e kitnet,55.32,Cara
37.0,1,0,Apartamento,88.05,Barata
42.0,1,1,Apartamento,74.33,Barata
68.0,2,2,Apartamento,50.57,Barata
60.0,2,1,Apartamento,52.3,Média
50.0,1,1,Casa,30.7,Muito barata
80.0,3,2,Apartamento,77.54,Média
80.0,2,0,Apartamento,35.96,Média
54.0,1,1,Apartamento,42.65,Barata
64.0,3,1,Apartamento,30.34,Muito barata
40.0,1,1,Apartamento,67.18,Barata
55.0,1,0,Apartamento,43.44,Barata
64.0,2,1,Apartamento,52.38,Barata
48.0,2,1,Apartamento,72.69,Barata
65.0,3,1,Apartamento,47.25,Média
37.0,1,0,Apartamento,78.81,Barata
48.0,2,1,Apartamento,37.73,Muito barata
70.0,2,1,Apartamento,69.4,Cara
74.0,3,2,Apartamento,68.86,Barata
65.0,2,0,Apartamento,34.15,Barata
90.0,3,1,Casa,28.18,Barata
55.0,2,1,Apartamento,33.18,Barata
40.0,1,0,Apartamento,67.28,Barata
34.0,1,0,Studio e kitnet,85.62,Cara
65.0,2,1,Apartamento,23.75,Muito barata
56.0,2,0,Apartamento,33.98,Barata
68.0,3,1,Apartamento,42.93,Barata
38.0,1,0,Studio e kitnet,39.21,Média
60.0,2,2,Apartamento,52.35,Barata
78.0,3,2,Apartamento,46.0,Média
51.0,1,2,Casa,31.61,Muito barata
60.0,2,1,Apartamento,80.12,Cara
42.0,2,1,Apartamento,55.83,Barata
79.0,2,1,Casa,52.67,Barata
61.0,2,1,Apartamento,95.98,Barata
35.0,1,0,Apartamento,42.46,Barata
62.0,2,1,Apartamento,66.13,Média
100.0,3,0,Casa,23.6,Muito barata
90.0,2,0,Casa,17.7,Barata
79.0,2,1,Casa,25.35,Barata
30.0,1,0,Studio e kitnet,37.37,Muito barata
52.0,2,0,Apartamento,70.83,Cara
75.0,3,1,Apartamento,33.35,Muito barata
73.0,3,1,Apartamento,27.3,Barata
37.0,1,0,Studio e kitnet,66.41,Média
60.0,2,0,Apartamento,26.68,Muito barata
45.0,1,0,Apartamento,62.69,Barata
40.0,1,0,Studio e kitnet,66.92,Média
39.0,1,0,Apartamento,51.77,Barata
57.0,2,1,Apartamento,72.68,Média
50.0,2,0,Casa,31.52,Muito barata
20.0,1,0,Studio e kitnet,64.15,Barata
70.0,2,1,Casa,34.83,Barata
49.0,1,1,Apartamento,47.27,Barata
43.0,2,1,Apartamento,65.79,Barata
56.0,2,1,Apartamento,27.75,Muito barata
35.0,1,0,Casa,53.6,Barata
65.0,2,0,Casa,35.29,Barata
42.0,1,1,Apartamento,45.38,Muito barata
65.0,2,1,Apartamento,45.8,Média
71.0,2,1,Apartamento,37.23,Barata
60.0,2,1,Apartamento,28.2,Muito barata
50.0,1,1,Apartamento,93.58,Cara
90.0,2,1,Casa,27.49,Muito barata
75.0,2,1,Apartamento,26.95,Barata
51.0,1,1,Casa,24.78,Barata
60.0,2,0,Casa,33.43,Barata
50.0,2,1,Apartamento,52.06,Barata
38.0,1,0,Apartamento,40.84,Barata
70.0,2,2,Casa,26.41,Barata
56.0,2,0,Apartamento,38.34,Barata
60.0,2,1,Apartamento,35.55,Barata
42.0,1,0,Apartamento,38.81,Barata
64.0,2,0,Apartamento,44.53,Média
64.0,2,1,Apartamento,63.09,Média
38.0,1,0,Casa,33.89,Muito barata
100.0,2,1,Casa,41.7,Barata
64.0,2,1,Apartamento,45.91,Barata
72.0,2,1,Apartamento,76.19,Cara
65.0,2,1,Casa,40.09,Barata
35.0,1,1,Apartamento,57.26,Muito barata
35.0,2,0,Apartamento,83.43,Barata
60.0,2,1,Apartamento,68.67,Média
26.0,1,0,Studio e kitnet,54.27,Barata
52.0,2,1,Apartamento,49.21,Média
50.0,1,0,Apartamento,55.1,Média
74.0,2,1,Apartamento,50.62,Barata
67.0,2,1,Apartamento,67.15,Média
48.0,2,0,Apartamento,42.65,Barata
70.0,2,0,Apartamento,39.29,Barata
64.0,2,1,Apartamento,34.8,Barata
68.0,3,1,Apartamento,53.46,Média
51.0,2,1,Apartamento,61.14,Barata
52.0,2,1,Apartamento,51.38,Barata
69.0,2,1,Apartamento,72.46,Barata
63.0,3,1,Apartamento,35.92,Barata
45.0,2,0,Casa em condomínio,42.38,Barata
70.0,3,1,Apartamento,46.74,Barata
43.0,2,1,Apartamento,56.44,Barata
85.0,3,0,Casa,29.44,Barata
65.0,2,2,Apartamento,55.42,Barata
31.0,1,0,Studio e kitnet,52.03,Média
35.0,2,0,Apartamento,40.2,Barata
60.0,2,0,Apartamento,34.33,Barata
74.0,2,1,Apartamento,29.28,Muito barata
69.0,2,1,Apartamento,90.0,Média
36.0,2,0,Apartamento,61.94,Barata
56.0,1,1,Apartamento,56.27,Média
70.0,2,2,Apartamento,31.53,Barata
90.0,2,2,Casa,47.53,Barata
28.0,1,0,Studio e kitnet,45.07,Barata
40.0,1,0,Studio e kitnet,56.7,Barata
49.0,1,1,Apartamento,69.45,Média
39.0,1,0,Apartamento,65.56,Barata
56.0,1,0,Apartamento,46.98,Média
37.0,1,0,Studio e kitnet,69.35,Média
60.0,2,1,Apartamento,41.28,Barata
25.0,1,0,Studio e kitnet,45.08,Barata
56.0,2,1,Apartamento,47.95,Barata
43.0,2,0,Apartamento,63.33,Barata
47.0,1,1,Apartamento,87.66,Cara
60.0,2,2,Apartamento,44.8,Barata
38.0,1,0,Studio e kitnet,58.16,Barata
72.0,3,1,Apartamento,41.12,Barata
66.0,3,1,Apartamento,47.83,Barata
70.0,2,2,Apartamento,39.97,Barata
60.0,2,2,Apartamento,64.95,Barata
100.0,2,1,Casa,28.71,Barata
40.0,1,0,Casa,26.05,Barata
100.0,3,2,Casa,31.27,Barata
68.0,3,1,Apartamento,68.22,Barata
43.0,2,1,Apartamento,67.21,Barata
50.0,2,1,Apartamento,40.12,Barata
72.0,3,1,Apartamento,55.86,Barata
70.0,2,1,Apartamento,28.16,Barata
50.0,2,1,Apartamento,63.98,Média
31.0,1,1,Studio e kitnet,98.55,Média
38.0,1,0,Apartamento,45.68,Média
62.0,2,2,Apartamento,47.23,Barata
40.0,1,0,Apartamento,58.0,Média
29.0,1,0,Studio e kitnet,59.76,Cara
40.0,1,0,Casa,36.02,Muito barata
54.0,1,1,Apartamento,45.54,Barata
64.0,1,1,Apartamento,64.91,Cara
75.0,2,1,Apartamento,25.41,Muito barata
74.0,2,1,Apartamento,88.88,Média
72.0,2,1,Apartamento,91.35,Média
65.0,2,1,Apartamento,35.77,Barata
62.0,2,1,Apartamento,45.03,Barata
36.0,1,1,Studio e kitnet,92.86,Média
43.0,1,1,Apartamento,94.42,Cara
36.0,1,0,Studio e kitnet,85.58,Média
74.0,3,2,Apartamento,64.82,Barata
57.0,2,1,Apartamento,42.25,Muito barata
45.0,1,0,Apartamento,44.4,Média
40.0,2,1,Apartamento,48.38,Barata
50.0,1,1,Apartamento,78.14,Cara
90.0,2,1,Casa,20.48,Barata
59.0,2,1,Apartamento,58.2,Barata
74.0,3,1,Apartamento,46.96,Cara
75.0,3,1,Apartamento,35.32,Barata
40.0,2,0,Apartamento,55.42,Barata
80.0,3,1,Apartamento,67.22,Cara
70.0,2,2,Apartamento,38.96,Barata
31.0,1,0,Studio e kitnet,111.06,Barata
35.0,1,0,Apartamento,120.91,Cara
76.0,2,1,Apartamento,49.67,Barata
62.0,2,1,Apartamento,47.55,Barata
30.0,1,0,Studio e kitnet,60.47,Barata
71.0,2,1,Apartamento,56.94,Barata
43.0,1,1,Apartamento,89.23,Cara
36.0,1,1,Apartamento,109.97,Cara
56.0,2,1,Apartamento,63.34,Média
26.0,1,0,Studio e kitnet,81.31,Média
67.0,2,2,Apartamento,99.91,Barata
80.0,1,1,Apartamento,60.25,Média
64.0,2,1,Apartamento,39.56,Barata
64.0,2,1,Apartamento,80.84,Barata
61.0,2,1,Apartamento,62.69,Barata
41.0,2,1,Apartamento,52.85,Barata
46.0,2,0,Apartamento,53.61,Barata
53.0,2,1,Apartamento,58.34,Barata
57.0,2,1,Apartamento,40.86,Barata
69.0,3,1,Apartamento,39.55,Muito barata
29.0,1,0,Studio e kitnet,63.66,Média
40.0,2,1,Apartamento,63.98,Barata
60.0,3,1,Apartamento,55.6,Barata
70.0,2,2,Apartamento,35.44,Muito barata
60.0,2,1,Apartamento,102.53,Barata
73.0,3,2,Apartamento,51.79,Média
26.0,1,0,Studio e kitnet,123.73,Média
24.0,1,0,Studio e kitnet,117.92,Barata
40.0,1,1,Apartamento,74.15,Média
50.0,1,1,Apartamento,113.6,Cara
75.0,2,1,Apartamento,71.39,Cara
71.0,3,1,Apartamento,46.32,Barata
72.0,2,2,Apartamento,97.71,Média
72.0,3,2,Apartamento,59.1,Barata
50.0,1,1,Apartamento,62.92,Média
51.0,2,1,Apartamento,71.84,Média
60.0,2,1,Apartamento,60.2,Média
31.0,1,1,Studio e kitnet,96.45,Barata
64.0,2,1,Apartamento,27.98,Muito barata
64.0,2,1,Apartamento,123.86,Cara
57.0,1,1,Apartamento,99.6,Cara
42.0,1,1,Studio e kitnet,57.71,Média
75.0,3,1,Apartamento,44.07,Muito barata
51.0,2,1,Apartamento,56.57,Barata
62.0,2,1,Apartamento,50.39,Barata
75.0,1,1,Apartamento,85.96,Cara
69.0,3,1,Apartamento,98.71,Cara
47.0,1,1,Apartamento,113.87,Cara
60.0,2,1,Apartamento,46.82,Barata
65.0,2,2,Apartamento,47.95,Barata
47.0,2,1,Apartamento,95.57,Barata
43.0,2,0,Apartamento,45.63,Barata
62.0,2,1,Apartamento,125.9,Média
60.0,2,0,Apartamento,28.05,Média
45.0,1,0,Apartamento,37.2,Barata
55.0,1,0,Casa,23.44,Barata
35.0,1,0,Studio e kitnet,42.71,Barata
53.0,1,1,Apartamento,92.34,Média
27.0,1,0,Studio e kitnet,53.04,Média
48.0,1,1,Apartamento,28.38,Barata
65.0,2,1,Apartamento,53.4,Barata
90.0,2,2,Casa em condomínio,31.41,Muito barata
37.0,1,0,Apartamento,51.35,Média
65.0,2,1,Apartamento,47.0,Barata
36.0,1,0,Studio e kitnet,94.31,Média
45.0,1,0,Apartamento,43.16,Barata
60.0,1,0,Casa,24.28,Barata
80.0,1,1,Apartamento,69.42,Barata
65.0,2,0,Apartamento,23.37,Barata
90.0,2,0,Casa,33.24,Barata
67.0,2,1,Apartamento,85.31,Média
80.0,2,0,Apartamento,41.88,Barata
100.0,2,0,Casa,26.06,Barata
61.0,2,1,Apartamento,27.74,Muito barata
60.0,2,0,Apartamento,40.85,Média
70.0,2,1,Apartamento,36.53,Muito barata
75.0,2,1,Apartamento,32.31,Barata
48.0,2,1,Apartamento,43.44,Barata
70.0,1,0,Apartamento,21.0,Barata
68.0,2,2,Apartamento,74.46,Barata
44.0,1,0,Apartamento,50.68,Barata
90.0,2,1,Casa,24.17,Muito barata
63.0,2,0,Apartamento,31.14,Muito barata
65.0,2,1,Apartamento,38.68,Muito barata
65.0,2,1,Apartamento,72.02,Cara
40.0,1,1,Apartamento,37.35,Barata
68.0,2,1,Apartamento,32.0,Barata
65.0,2,1,Apartamento,67.15,Barata
64.0,1,0,Apartamento,68.77,Cara
56.0,2,2,Apartamento,46.62,Muito barata
37.0,1,0,Apartamento,53.68,Média
69.0,2,1,Apartamento,79.46,Cara
35.0,1,0,Apartamento,82.11,Barata
55.0,1,0,Apartamento,44.56,Barata
29.0,1,0,Studio e kitnet,51.38,Média
52.0,1,0,Apartamento,53.77,Barata
70.0,2,1,Apartamento,67.33,Média
65.0,2,1,Apartamento,63.46,Barata
70.0,3,1,Apartamento,35.26,Muito barata
37.0,1,0,Apartamento,75.54,Média
48.0,2,0,Apartamento,41.12,Barata
50.0,2,1,Apartamento,40.16,Barata
44.0,2,0,Apartamento,36.5,Muito barata
43.0,1,1,Casa,37.77,Barata
75.0,1,1,Apartamento,70.77,Cara
61.0,2,1,Apartamento,53.3,Barata
22.0,1,0,Studio e kitnet,70.23,Barata
40.0,1,0,Apartamento,38.52,Barata
50.0,2,0,Apartamento,40.3,Barata
58.0,2,1,Apartamento,25.93,Barata
40.0,1,1,Apartamento,37.95,Barata
69.0,2,1,Apartamento,42.57,Barata
52.0,2,1,Apartamento,38.35,Muito barata
42.0,1,0,Apartamento,91.31,Média
35.0,1,1,Apartamento,75.91,Média
39.0,1,1,Studio e kitnet,91.26,Média
47.0,2,0,Apartamento,44.74,Barata
50.0,1,0,Casa,28.96,Muito barata
57.0,2,1,Apartamento,45.42,Barata
40.0,1,0,Casa,30.35,Barata
51.0,2,1,Apartamento,52.53,Barata
50.0,1,1,Apartamento,28.82,Barata
65.0,2,2,Apartamento,52.58,Barata
38.0,1,0,Apartamento,36.71,Barata
80.0,2,1,Casa,54.65,Cara
43.0,1,0,Apartamento,54.3,Barata
32.0,1,1,Studio e kitnet,160.91,Barata
40.0,1,1,Apartamento,53.68,Média
44.0,1,0,Apartamento,48.52,Média
32.0,1,0,Studio e kitnet,74.19,Média
37.0,2,1,Apartamento,44.76,Barata
40.0,1,0,Apartamento,38.95,Barata
67.0,1,0,Casa,37.3,Média
45.0,2,0,Casa,31.71,Barata
58.0,2,1,Casa em condomínio,48.17,Barata
70.0,3,1,Apartamento,45.57,Barata
59.0,2,1,Apartamento,87.78,Barata
25.0,1,1,Studio e kitnet,108.84,Barata
42.0,1,1,Apartamento,87.83,Cara
25.0,1,0,Studio e kitnet,76.56,Barata
62.0,2,1,Apartamento,29.26,Barata
69.0,2,1,Apartamento,88.93,Cara
70.0,3,1,Apartamento,56.43,Média
42.0,2,1,Apartamento,44.98,Barata
70.0,3,1,Apartamento,52.09,Média
75.0,3,2,Casa,32.76,Muito barata
56.0,2,1,Apartamento,108.2,Média
75.0,2,1,Apartamento,79.68,Barata
38.0,2,0,Apartamento,99.61,Barata
70.0,2,0,Casa,89.36,Barata
90.0,3,0,Casa,19.64,Muito barata
40.0,1,0,Apartamento,79.62,Barata
61.0,2,1,Apartamento,88.97,Média
64.0,3,1,Apartamento,44.19,Barata
40.0,1,0,Apartamento,78.2,Média
67.0,2,1,Apartamento,43.69,Barata
29.0,1,0,Studio e kitnet,46.28,Barata
39.0,1,0,Apartamento,69.0,Média
66.0,2,2,Apartamento,46.08,Barata
55.0,2,1,Apartamento,77.84,Média
65.0,2,1,Apartamento,62.0,Média
64.0,1,1,Apartamento,83.17,Cara
70.0,2,1,Casa em condomínio,35.33,Muito barata
68.0,2,2,Apartamento,57.28,Barata
65.0,1,1,Casa em condomínio,28.34,Muito barata
50.0,1,1,Apartamento,96.34,Cara
60.0,2,1,Apartamento,73.08,Barata
68.0,2,2,Apartamento,54.97,Média
61.0,2,1,Apartamento,47.93,Barata
80.0,3,2,Apartamento,65.18,Cara
54.0,2,1,Apartamento,46.57,Barata
42.0,1,1,Apartamento,71.14,Média
65.0,2,1,Apartamento,58.06,Média
56.0,2,1,Apartamento,39.23,Barata
45.0,1,1,Apartamento,100.16,Média
75.0,3,2,Apartamento,65.28,Barata
39.0,1,1,Apartamento,61.56,Barata
68.0,2,1,Apartamento,86.18,Barata
40.0,1,0,Apartamento,45.42,Média
74.0,2,1,Apartamento,36.88,Muito barata
61.0,2,2,Apartamento,81.23,Barata
66.0,2,1,Apartamento,62.83,Média
70.0,2,2,Apartamento,62.97,Barata
57.0,2,1,Apartamento,92.84,Barata
65.0,1,1,Apartamento,87.83,Cara
56.0,1,0,Apartamento,29.29,Barata
63.0,1,1,Apartamento,35.14,Barata
50.0,1,1,Apartamento,56.04,Barata
56.0,2,1,Apartamento,86.45,Cara
45.0,1,0,Studio e kitnet,44.04,Barata
63.0,2,1,Apartamento,59.92,Barata
35.0,1,1,Apartamento,123.23,Média
43.0,2,1,Apartamento,36.21,Muito barata
27.0,1,0,Studio e kitnet,83.56,Média
70.0,3,1,Apartamento,40.63,Barata
75.0,3,2,Apartamento,55.68,Barata
59.0,2,1,Apartamento,59.88,Barata
39.0,1,1,Studio e kitnet,74.26,Média
74.0,2,1,Apartamento,33.14,Barata
53.0,1,0,Apartamento,38.28,Média
53.0,1,0,Apartamento,31.83,Média
55.0,2,0,Apartamento,41.07,Média
52.0,1,0,Apartamento,32.02,Barata
48.0,1,0,Apartamento,34.29,Barata
45.0,1,0,Apartamento,36.29,Barata
47.0,1,0,Apartamento,37.4,Barata
24.0,1,0,Studio e kitnet,110.42,Barata
48.0,1,0,Apartamento,35.75,Barata
33.0,1,1,Studio e kitnet,60.67,Média
25.0,1,0,Studio e kitnet,102.4,Média
23.0,1,0,Studio e kitnet,108.39,Média
40.0,1,0,Studio e kitnet,55.55,Média
33.0,1,0,Studio e kitnet,40.85,Muito barata
73.0,1,0,Apartamento,46.14,Média
42.0,1,0,Apartamento,46.07,Barata
48.0,1,0,Apartamento,56.96,Média
62.0,1,0,Apartamento,29.39,Barata
26.0,1,0,Studio e kitnet,56.65,Barata
47.0,1,0,Apartamento,34.34,Barata
59.0,1,0,Apartamento,29.03,Barata
41.0,1,0,Studio e kitnet,51.66,Barata
40.0,1,1,Apartamento,44.15,Barata
39.0,1,0,Apartamento,41.41,Média
40.0,0,1,Studio e kitnet,88.9,Média
40.0,1,1,Apartamento,75.42,Média
40.0,1,1,Studio e kitnet,91.58,Média
28.0,1,0,Studio e kitnet,76.32,Barata
40.0,2,0,Apartamento,47.65,Barata
33.0,1,0,Studio e kitnet,46.33,Barata
24.0,1,0,Studio e kitnet,84.5,Barata
80.0,2,0,Apartamento,39.3,Média
50.0,1,0,Apartamento,58.38,Barata
58.0,2,1,Apartamento,93.72,Média
73.0,3,0,Apartamento,45.19,Média
35.0,1,0,Studio e kitnet,42.86,Média
85.0,2,2,Casa,43.09,Média
49.0,1,0,Apartamento,36.94,Média
38.0,1,0,Apartamento,53.18,Barata
49.0,1,0,Apartamento,34.31,Média
40.0,1,0,Studio e kitnet,42.7,Média
37.0,1,0,Apartamento,96.41,Barata
68.0,1,1,Apartamento,35.93,Média
47.0,1,0,Apartamento,59.4,Média
50.0,1,0,Apartamento,56.1,Média
60.0,1,0,Apartamento,41.5,Média
40.0,1,0,Apartamento,53.35,Média
57.0,1,0,Apartamento,47.53,Média
37.0,1,0,Apartamento,43.16,Média
35.0,1,0,Apartamento,45.94,Média
22.0,1,0,Studio e kitnet,64.05,Média
19.0,1,0,Studio e kitnet,125.21,Média
50.0,2,0,Apartamento,69.32,Barata
60.0,1,1,Apartamento,45.82,Média
